Timestamp,EngineType,QueryCount,QueryType,AverageExecutionTime,TotalExecutionTime,HeapMemoryUsed,HeapMemoryDelta,NonHeapMemoryUsed,SuccessRate
2024-11-05T12:31:46.4852896,BPlusTreeEngine,80000,SIMPLE_SELECT,0.18,1734.63,290280560,479314720,9092848,100.00
2024-11-05T12:31:46.4852896,BPlusTreeEngine,80000,UPDATE,0.01,55.20,290280560,16777216,9092848,100.00
2024-11-05T12:31:46.4852896,BPlusTreeEngine,80000,DELETE,0.00,44.48,290280560,16777216,9092848,100.00
2024-11-05T12:31:46.4852896,BPlusTreeEngine,80000,RANGE_SELECT,0.10,1004.14,290280560,-1181435592,9092848,100.00
2024-11-05T12:31:46.4852896,BPlusTreeEngine,80000,EQUALS_SELECT,0.03,319.28,290280560,-234943376,9092848,100.00
2024-11-05T12:31:46.4852896,BPlusTreeEngine,80000,RANGE_UPDATE,0.26,2557.41,290280560,525844320,9092848,100.00
2024-11-05T12:31:46.4852896,BPlusTreeEngine,80000,EQUALS_UPDATE,0.10,967.54,290280560,323030376,9092848,100.00
2024-11-05T12:31:47.9978283,BPlusTreeEngine,90000,INSERT,0.01,88.47,169425128,50331648,9095400,100.00
2024-11-05T12:31:47.9978283,BPlusTreeEngine,90000,SIMPLE_SELECT,0.19,2112.87,169425128,55873896,9095400,100.00
2024-11-05T12:31:47.9978283,BPlusTreeEngine,90000,UPDATE,0.01,62.08,169425128,16777216,9095400,100.00
2024-11-05T12:31:47.9978283,BPlusTreeEngine,90000,DELETE,0.00,50.27,169425128,16777216,9095400,100.00
2024-11-05T12:31:47.9978283,BPlusTreeEngine,90000,RANGE_SELECT,0.11,1220.15,169425128,-1030213344,9095400,100.00
2024-11-05T12:31:47.9978283,BPlusTreeEngine,90000,EQUALS_SELECT,0.03,384.54,169425128,-461509456,9095400,100.00
2024-11-05T12:31:47.9978283,BPlusTreeEngine,90000,RANGE_UPDATE,0.28,3140.09,169425128,782138728,9095400,100.00
2024-11-05T12:31:47.9978283,BPlusTreeEngine,90000,EQUALS_UPDATE,0.11,1215.06,169425128,444665192,9095400,100.00
2024-11-05T12:31:49.682411,BPlusTreeEngine,100000,INSERT,0.01,97.74,279015984,54525952,9095400,100.00
2024-11-05T12:31:49.682411,BPlusTreeEngine,100000,SIMPLE_SELECT,0.21,2538.76,279015984,81192368,9095400,100.00
2024-11-05T12:31:49.682411,BPlusTreeEngine,100000,UPDATE,0.01,69.08,279015984,20971520,9095400,100.00
2024-11-05T12:31:49.682411,BPlusTreeEngine,100000,DELETE,0.00,56.02,279015984,16777216,9095400,100.00
2024-11-05T12:31:49.682411,BPlusTreeEngine,100000,RANGE_SELECT,0.12,1448.15,279015984,-887684784,9095400,100.00
2024-11-05T12:31:49.682411,BPlusTreeEngine,100000,EQUALS_SELECT,0.04,457.58,279015984,-700442424,9095400,100.00
2024-11-05T12:31:49.682411,BPlusTreeEngine,100000,RANGE_UPDATE,0.31,3816.66,279015984,1168525144,9095400,100.00
2024-11-05T12:31:49.682411,BPlusTreeEngine,100000,EQUALS_UPDATE,0.12,1472.76,279015984,230566960,9095400,100.00
2024-11-05T12:31:51.5157275,BPlusTreeEngine,110000,INSERT,0.01,107.66,208547288,67108864,9095400,100.00
2024-11-05T12:31:51.5157275,BPlusTreeEngine,110000,SIMPLE_SELECT,0.22,2981.35,208547288,446338824,9095400,100.00
2024-11-05T12:31:51.5157275,BPlusTreeEngine,110000,UPDATE,0.01,76.31,208547288,25165824,9095400,100.00
2024-11-05T12:31:51.5157275,BPlusTreeEngine,110000,DELETE,0.00,61.83,208547288,16777216,9095400,100.00
2024-11-05T12:31:51.5157275,BPlusTreeEngine,110000,RANGE_SELECT,0.12,1691.28,208547288,-979770560,9095400,100.00
2024-11-05T12:31:51.5157275,BPlusTreeEngine,110000,EQUALS_SELECT,0.04,536.36,208547288,-595584824,9095400,100.00
2024-11-05T12:31:51.5157275,BPlusTreeEngine,110000,RANGE_UPDATE,0.33,4566.77,208547288,1210693192,9095400,100.00
2024-11-05T12:31:51.5157275,BPlusTreeEngine,110000,EQUALS_UPDATE,0.13,1767.34,208547288,-280959584,9095400,100.00
2024-11-05T12:31:53.5739435,BPlusTreeEngine,120000,INSERT,0.01,117.87,226097280,88080384,9101136,100.00
2024-11-05T12:31:53.5739435,BPlusTreeEngine,120000,SIMPLE_SELECT,0.24,3541.82,226097280,-341856112,9101136,100.00
2024-11-05T12:31:53.5739435,BPlusTreeEngine,120000,UPDATE,0.01,84.41,226097280,25165824,9101136,100.00
2024-11-05T12:31:53.5739435,BPlusTreeEngine,120000,DELETE,0.00,68.01,226097280,16777216,9101136,100.00
